component	metric	with_mean	without_mean	delta_mean	with_p95	without_p95	delta_p95	with_status	without_status
prototype_body_draw_including_builtin_floor_shadow	frame_interval_ms	2.07969724770642	1.74085779816514	0.33883944954129	7.575	6.872	0.703	available	available
prototype_body_draw_including_builtin_floor_shadow	time_process_ms	15.361	17.1509999999999	-1.78999999999996	15.361	17.151	-1.79	available	available
prototype_body_draw_including_builtin_floor_shadow	time_physics_ms	1.108	1.137	-0.029	1.108	1.137	-0.029	available	available
prototype_body_draw_including_builtin_floor_shadow	canvas_items	106.192660550459	83.6330275229358	22.5596330275229	118.0	98.0	20.0	available	available
prototype_body_draw_including_builtin_floor_shadow	canvas_primitives	773.54128440367	625.064220183486	148.477064220183	868.0	740.0	128.0	available	available
prototype_body_draw_including_builtin_floor_shadow	canvas_draw_calls	71.0321100917431	53.605504587156	17.4266055045872	73.0	56.0	17.0	available	available
prototype_body_draw_including_builtin_floor_shadow	render_cpu_ms	0.5979357801993	0.53546330114023	0.06247247905906	0.86500000953674	0.8309999704361	0.03400003910065	available	available
prototype_body_draw_including_builtin_floor_shadow	render_gpu_ms	0.90409174178718	0.89584403874677	0.00824770304041	1.8309999704361	1.54499995708466	0.28600001335144	available	available
prototype_body_draw_including_builtin_floor_shadow	frame_setup_cpu_ms	0.00733944954128	0.00677064220183	0.00056880733945	0.012	0.013	-0.001	available	available
discontinuous_shadow_draw	frame_interval_ms	2.1399495412844	2.07969724770642	0.06025229357798	7.166	7.575	-0.409	available	available
discontinuous_shadow_draw	time_process_ms	79.0625871559638	15.361	63.7015871559638	239.344	15.361	223.983	available	available
discontinuous_shadow_draw	time_physics_ms	1.02040366972477	1.108	-0.08759633027523	1.108	1.108	0.0	available	available
discontinuous_shadow_draw	canvas_items	108.440366972477	106.192660550459	2.24770642201835	120.0	118.0	2.0	available	available
discontinuous_shadow_draw	canvas_primitives	803.522935779817	773.54128440367	29.9816513761468	896.0	868.0	28.0	available	available
discontinuous_shadow_draw	canvas_draw_calls	73.0733944954128	71.0321100917431	2.04128440366972	75.0	73.0	2.0	available	available
discontinuous_shadow_draw	render_cpu_ms	0.59894495382221	0.5979357801993	0.00100917362292	0.92500001192093	0.86500000953674	0.06000000238419	available	available
discontinuous_shadow_draw	render_gpu_ms	0.80049541182474	0.90409174178718	-0.10359632996244	1.21000003814697	1.8309999704361	-0.62099993228912	available	available
discontinuous_shadow_draw	frame_setup_cpu_ms	0.00673853211009	0.00733944954128	-0.00060091743119	0.011	0.012	-0.001	available	available
player_authored_dust_effect	frame_interval_ms	2.07323394495413	2.1399495412844	-0.06671559633027	6.545	7.166	-0.621	available	available
player_authored_dust_effect	time_process_ms	239.343999999999	79.0625871559638	160.281412844035	239.344	239.344	0.0	available	available
player_authored_dust_effect	time_physics_ms	0.8	1.02040366972477	-0.22040366972477	0.8	1.108	-0.308	available	available
player_authored_dust_effect	canvas_items	107.990825688073	108.440366972477	-0.44954128440367	121.0	120.0	1.0	available	available
player_authored_dust_effect	canvas_primitives	803.522935779817	803.522935779817	0.0	932.0	896.0	36.0	available	available
player_authored_dust_effect	canvas_draw_calls	73.105504587156	73.0733944954128	0.03211009174312	76.0	75.0	1.0	available	available
player_authored_dust_effect	render_cpu_ms	0.59237614656807	0.59894495382221	-0.00656880725414	0.93300002813339	0.92500001192093	0.00800001621246	available	available
player_authored_dust_effect	render_gpu_ms	0.79954587716028	0.80049541182474	-0.00094953466446	1.66299998760223	1.21000003814697	0.45299994945526	available	available
player_authored_dust_effect	frame_setup_cpu_ms	0.00650917431193	0.00673853211009	-0.00022935779817	0.011	0.011	0.0	available	available
complete_protagonist_visual_layer	frame_interval_ms	2.07323394495413	1.74085779816514	0.33237614678899	6.545	6.872	-0.327	available	available
complete_protagonist_visual_layer	time_process_ms	239.343999999999	17.1509999999999	222.192999999999	239.344	17.151	222.193	available	available
complete_protagonist_visual_layer	time_physics_ms	0.8	1.137	-0.337	0.8	1.137	-0.337	available	available
complete_protagonist_visual_layer	canvas_items	107.990825688073	83.6330275229358	24.3577981651376	121.0	98.0	23.0	available	available
complete_protagonist_visual_layer	canvas_primitives	803.522935779817	625.064220183486	178.45871559633	932.0	740.0	192.0	available	available
complete_protagonist_visual_layer	canvas_draw_calls	73.105504587156	53.605504587156	19.5	76.0	56.0	20.0	available	available
complete_protagonist_visual_layer	render_cpu_ms	0.59237614656807	0.53546330114023	0.05691284542784	0.93300002813339	0.8309999704361	0.1020000576973	available	available
complete_protagonist_visual_layer	render_gpu_ms	0.79954587716028	0.89584403874677	-0.09629816158649	1.66299998760223	1.54499995708466	0.11800003051758	available	available
complete_protagonist_visual_layer	frame_setup_cpu_ms	0.00650917431193	0.00677064220183	-0.00026146788991	0.011	0.013	-0.002	available	available
