scene	frame_kind	mode	cycle_frames	frame_interval_ms_status	frame_interval_ms_count	frame_interval_ms_mean	frame_interval_ms_median	frame_interval_ms_p95	frame_interval_ms_max	time_process_ms_status	time_process_ms_count	time_process_ms_mean	time_process_ms_median	time_process_ms_p95	time_process_ms_max	time_physics_ms_status	time_physics_ms_count	time_physics_ms_mean	time_physics_ms_median	time_physics_ms_p95	time_physics_ms_max	canvas_items_status	canvas_items_count	canvas_items_mean	canvas_items_median	canvas_items_p95	canvas_items_max	canvas_primitives_status	canvas_primitives_count	canvas_primitives_mean	canvas_primitives_median	canvas_primitives_p95	canvas_primitives_max	canvas_draw_calls_status	canvas_draw_calls_count	canvas_draw_calls_mean	canvas_draw_calls_median	canvas_draw_calls_p95	canvas_draw_calls_max	render_cpu_ms_status	render_cpu_ms_count	render_cpu_ms_mean	render_cpu_ms_median	render_cpu_ms_p95	render_cpu_ms_max	render_gpu_ms_status	render_gpu_ms_count	render_gpu_ms_mean	render_gpu_ms_median	render_gpu_ms_p95	render_gpu_ms_max	frame_setup_cpu_ms_status	frame_setup_cpu_ms_count	frame_setup_cpu_ms_mean	frame_setup_cpu_ms_median	frame_setup_cpu_ms_p95	frame_setup_cpu_ms_max
station_38	world	no_player_and_shadow		available	118	2.61824576271186	2.013	7.087	19.016	available	118	290.368	290.368	290.368	290.368	available	118	0.633	0.633	0.633	0.633	available	118	142.0	142.0	142.0	142.0	available	118	1372.0	1372.0	1372.0	1372.0	available	118	87.0	87.0	87.0	87.0	available	118	0.74672033625134	0.68999999761581	1.24800002574921	1.52799999713898	available	118	0.96859322463052	0.65100002288818	1.8289999961853	21.0659999847412	available	118	0.00840677966102	0.008	0.015	0.037
station_41	world	full_world		available	118	3.09413559322034	2.5	7.451	11.372	available	118	339.64	339.64	339.64	339.64	available	118	0.78	0.78	0.78	0.78	available	118	209.0	209.0	209.0	209.0	available	118	2320.0	2320.0	2320.0	2320.0	available	118	125.0	125.0	125.0	125.0	available	118	0.83281355641656	0.78200000524521	1.22500002384186	1.40699994564056	available	118	1.28196609777919	0.72399997711182	9.66399955749512	11.1470003128052	available	118	0.0085	0.008	0.017	0.032
station_41	world	no_player_and_shadow		available	118	2.60708474576271	2.23	4.015	14.694	available	118	339.64	339.64	339.64	339.64	available	118	0.78	0.78	0.78	0.78	available	118	188.0	188.0	188.0	188.0	available	118	2156.0	2156.0	2156.0	2156.0	available	118	107.0	107.0	107.0	107.0	available	118	0.72769491803848	0.67299997806549	1.03699994087219	1.80599999427795	available	118	0.82239830291877	0.69900000095367	1.17400002479553	9.23499965667725	available	118	0.00701694915254	0.006	0.012	0.045
station_42a	world	full_world		available	118	1.65915254237288	1.422	2.979	7.485	available	118	163.028	163.028	163.028	163.028	available	118	0.592	0.592	0.592	0.592	available	118	94.0	94.0	94.0	94.0	available	118	540.0	540.0	540.0	540.0	available	118	69.0	69.0	69.0	69.0	available	118	0.55866101586213	0.51800000667572	0.81900000572205	1.39100003242493	available	118	0.74772881400787	0.59200000762939	1.13199996948242	11.7410001754761	available	118	0.00651694915254	0.006	0.011	0.016
station_42a	world	no_player_and_shadow		available	118	1.65372033898305	1.197	6.314	9.364	available	118	163.028	163.028	163.028	163.028	available	118	0.592	0.592	0.592	0.592	available	118	73.0	73.0	73.0	73.0	available	118	376.0	376.0	376.0	376.0	available	118	51.0	51.0	51.0	51.0	available	118	0.48900000195382	0.46999999880791	0.68900001049042	0.74400001764297	available	118	0.88949999187962	0.51999998092651	1.50899994373322	11.3439998626709	available	118	0.00690677966102	0.005	0.013	0.077
station_42b	world	full_world		available	118	1.66410169491525	1.376	3.037	8.504	available	118	198.059	198.059	198.059	198.059	available	118	0.787	0.787	0.787	0.787	available	118	93.0	93.0	93.0	93.0	available	118	620.0	620.0	620.0	620.0	available	118	69.0	69.0	69.0	69.0	available	118	0.54799999953327	0.52499997615814	0.76899999380112	0.94400000572205	available	118	0.7627372862929	0.58200001716614	0.99199998378754	9.68599987030029	available	118	0.00667796610169	0.006	0.012	0.015
station_42b	world	no_player_and_shadow		available	118	1.85915254237288	1.069	8.766	29.713	available	118	198.059	198.059	198.059	198.059	available	118	0.787	0.787	0.787	0.787	available	118	72.0	72.0	72.0	72.0	available	118	456.0	456.0	456.0	456.0	available	118	51.0	51.0	51.0	51.0	available	118	0.48163559148877	0.44900000095367	0.64499998092651	0.79699999094009	available	118	0.98244914387242	0.53200000524521	1.07500004768372	29.42799949646	available	118	0.00572881355932	0.005	0.012	0.016
station_42c	world	full_world		available	118	2.08730508474576	1.56	7.14	15.616	available	118	175.77	175.77	175.77	175.77	available	118	0.909	0.909	0.909	0.909	available	118	111.0	111.0	111.0	111.0	available	118	839.0	839.0	839.0	839.0	available	118	70.0	70.0	70.0	70.0	available	118	0.58768644171246	0.54699999094009	0.85500001907349	1.1710000038147	available	118	1.0048305081614	0.58200001716614	1.49000000953674	17.7089996337891	available	118	0.00830508474576	0.006	0.02	0.05
station_42c	world	no_player_and_shadow		available	118	1.63974576271187	1.174	7.661	10.044	available	118	175.77	175.77	175.77	175.77	available	118	0.909	0.909	0.909	0.909	available	118	90.0	90.0	90.0	90.0	available	118	675.0	675.0	675.0	675.0	available	118	52.0	52.0	52.0	52.0	available	118	0.50303390041246	0.4839999973774	0.68900001049042	0.98100000619888	available	118	0.65885593123355	0.53600001335144	1.4889999628067	9.03299999237061	available	118	0.00669491525424	0.005	0.013	0.059
station_42c	world_plus_crt	full_world_plus_crt		available	118	1.64845762711864	1.262	7.091	8.334	available	118	175.77	175.77	175.77	175.77	available	118	0.909	0.909	0.909	0.909	available	118	135.0	135.0	135.0	135.0	available	118	1313.0	1313.0	1313.0	1313.0	available	118	75.0	75.0	75.0	75.0	available	118	0.62760169425253	0.58799999952316	0.90700000524521	1.1360000371933	available	118	0.92238135635853	0.60699999332428	1.87300002574921	10.3999996185303	available	118	0.00688983050847	0.006	0.011	0.017
station_43	world	full_world		available	118	2.24730508474576	1.66	7.049	16.83	available	118	298.918	298.918	298.918	298.918	available	118	0.742	0.742	0.742	0.742	available	118	123.0	123.0	123.0	123.0	available	118	678.0	678.0	678.0	678.0	available	118	73.0	73.0	73.0	73.0	available	118	0.58092372725576	0.5440000295639	0.82700002193451	0.97799998521805	available	118	0.83847457574586	0.62999999523163	1.85899996757507	9.39900016784668	available	118	0.00746610169492	0.007	0.013	0.031
station_43	world	no_player_and_shadow		available	118	1.63322033898305	1.18	5.996	9.017	available	118	298.918	298.918	298.918	298.918	available	118	0.742	0.742	0.742	0.742	available	118	102.0	102.0	102.0	102.0	available	118	514.0	514.0	514.0	514.0	available	118	55.0	55.0	55.0	55.0	available	118	0.49760169447479	0.46099999547005	0.76800000667572	0.92699998617172	available	118	0.78545763583507	0.56900000572205	1.84300005435944	9.85700035095215	available	118	0.00651694915254	0.005	0.014	0.033
