scene	frame_kind	mode	cycle_frames	frame_interval_ms_status	frame_interval_ms_count	frame_interval_ms_mean	frame_interval_ms_median	frame_interval_ms_p95	frame_interval_ms_max	time_process_ms_status	time_process_ms_count	time_process_ms_mean	time_process_ms_median	time_process_ms_p95	time_process_ms_max	time_physics_ms_status	time_physics_ms_count	time_physics_ms_mean	time_physics_ms_median	time_physics_ms_p95	time_physics_ms_max	canvas_items_status	canvas_items_count	canvas_items_mean	canvas_items_median	canvas_items_p95	canvas_items_max	canvas_primitives_status	canvas_primitives_count	canvas_primitives_mean	canvas_primitives_median	canvas_primitives_p95	canvas_primitives_max	canvas_draw_calls_status	canvas_draw_calls_count	canvas_draw_calls_mean	canvas_draw_calls_median	canvas_draw_calls_p95	canvas_draw_calls_max	render_cpu_ms_status	render_cpu_ms_count	render_cpu_ms_mean	render_cpu_ms_median	render_cpu_ms_p95	render_cpu_ms_max	render_gpu_ms_status	render_gpu_ms_count	render_gpu_ms_mean	render_gpu_ms_median	render_gpu_ms_p95	render_gpu_ms_max	frame_setup_cpu_ms_status	frame_setup_cpu_ms_count	frame_setup_cpu_ms_mean	frame_setup_cpu_ms_median	frame_setup_cpu_ms_p95	frame_setup_cpu_ms_max
station_01	world	full_world		available	118	1.91160169491525	1.576	2.995	7.774	available	118	301.330508474576	276.154	346.888	346.888	available	118	1.04062711864407	0.91	1.277	1.277	available	118	157.0	157.0	157.0	157.0	available	118	1636.0	1636.0	1636.0	1636.0	available	118	98.0	98.0	98.0	98.0	available	118	0.6460000013901	0.60000002384186	0.91500002145767	1.30999994277954	available	118	0.67150847234968	0.63999998569489	1.09899997711182	1.61699998378754	available	118	0.00581355932203	0.005	0.01	0.014
station_01	world	no_player_and_shadow		available	118	2.32034745762712	1.678	7.041	17.612	available	118	346.888	346.888	346.888	346.888	available	118	1.277	1.277	1.277	1.277	available	118	137.0	137.0	137.0	137.0	available	118	1508.0	1508.0	1508.0	1508.0	available	118	81.0	81.0	81.0	81.0	available	118	0.61521186212362	0.56699997186661	0.90299999713898	1.32799994945526	available	118	1.16142374251859	0.64600002765656	2.47300004959106	18.7520008087158	available	118	0.00673728813559	0.006	0.014	0.032
station_01	world_plus_crt	full_world_plus_crt		available	118	2.68403389830509	1.855	8.009	16.672	available	118	346.888	346.888	346.888	346.888	available	118	1.277	1.277	1.277	1.277	available	118	181.0	181.0	181.0	181.0	available	118	2110.0	2110.0	2110.0	2110.0	available	118	103.0	103.0	103.0	103.0	available	118	0.76032203031799	0.72200000286102	1.06400001049042	1.42200005054474	available	118	1.23609322713593	0.65799999237061	9.09899997711182	19.7970008850098	available	118	0.00735593220339	0.006	0.016	0.026
station_02	world	full_world		available	118	1.69286440677966	1.292	5.846	8.809	available	118	245.709	245.709	245.709	245.709	available	118	0.707	0.707	0.707	0.707	available	118	102.0	102.0	102.0	102.0	available	118	752.0	752.0	752.0	752.0	available	118	72.0	72.0	72.0	72.0	available	118	0.54674576349178	0.5009999871254	0.77499997615814	1.04799997806549	available	118	0.99794915798357	0.53899997472763	2.08599996566772	10.0989999771118	available	118	0.00590677966102	0.005	0.011	0.019
station_02	world	no_player_and_shadow		available	118	2.02879661016949	1.222	7.874	16.313	available	118	245.709	245.709	245.709	245.709	available	118	0.707	0.707	0.707	0.707	available	118	80.0	80.0	80.0	80.0	available	118	596.0	596.0	596.0	596.0	available	118	53.0	53.0	53.0	53.0	available	118	0.51841525228347	0.49200001358986	0.75199997425079	0.92299997806549	available	118	0.83250847433583	0.53600001335144	1.75600004196167	9.95100021362305	available	118	0.00667796610169	0.006	0.014	0.028
station_14	world	full_world		available	118	2.58290677966102	2.187	6.48	7.992	available	118	327.817	327.817	327.817	327.817	available	118	0.809	0.809	0.809	0.809	available	118	208.0	208.0	208.0	208.0	available	118	2556.0	2556.0	2556.0	2556.0	available	118	117.0	117.0	117.0	117.0	available	118	0.74827966144529	0.71100002527237	1.08000004291534	1.32299995422363	available	118	0.95479661756653	0.67599999904633	1.69599997997284	10.7370004653931	available	118	0.00812711864407	0.007	0.02	0.034
station_14	world	no_player_and_shadow		available	118	2.58540677966102	2.072	6.312	17.296	available	118	162.932652542373	18.986	327.817	327.817	available	118	0.72037288135593	0.643	0.809	0.809	available	118	187.0	187.0	187.0	187.0	available	118	2392.0	2392.0	2392.0	2392.0	available	118	99.0	99.0	99.0	99.0	available	118	0.67772880853233	0.62699997425079	0.9559999704361	1.30499994754791	available	118	0.77071186900139	0.625	1.64499998092651	9.01000022888184	available	118	0.00682203389831	0.006	0.013	0.022
station_22	world	full_world		available	118	2.67916949152542	1.979	7.801	15.47	available	118	18.986	18.986	18.986	18.986	available	118	0.643	0.643	0.643	0.643	available	118	152.508474576271	153.0	153.0	153.0	available	118	1559.01694915254	1560.0	1560.0	1560.0	available	118	105.0	105.0	105.0	105.0	available	118	0.7057627126322	0.63400000333786	1.10000002384186	1.2039999961853	available	118	1.22933051343692	0.71799999475479	8.5310001373291	10.4350004196167	available	118	0.00822881355932	0.007	0.02	0.038
station_22	world	no_player_and_shadow		available	118	2.30610169491525	1.867	6.709	9.258	available	118	281.277999999999	281.278	281.278	281.278	available	118	2.46199999999999	2.462	2.462	2.462	available	118	131.584745762712	132.0	132.0	132.0	available	118	1395.16949152542	1396.0	1396.0	1396.0	available	118	87.0	87.0	87.0	87.0	available	118	0.64953389688063	0.61500000953674	0.92699998617172	1.13300001621246	available	118	1.12555932367252	0.65200001001358	2.29800009727478	10.8760004043579	available	118	0.00720338983051	0.006	0.014	0.053
station_38	world	full_world		available	118	2.5134406779661	1.938	7.637	10.807	available	118	285.283762711864	281.278	290.368	290.368	available	118	1.656	2.462	2.462	2.462	available	118	163.0	163.0	163.0	163.0	available	118	1536.0	1536.0	1536.0	1536.0	available	118	105.0	105.0	105.0	105.0	available	118	0.69045763046055	0.65499997138977	0.9879999756813	1.25300002098084	available	118	1.15161864030159	0.70300000905991	2.8970000743866	10.21399974823	available	118	0.00779661016949	0.006	0.012	0.07
